"Name";"Vorname";"GebDat";"Geschlecht";"Fachkrz";"Kursart";"Note";"Kl1";"Kl2";"KLG";"SoMi1";"SoMi2";"SomiG";"Fehl1";"Fehl2";"uFehl1";"uFehl2";"FehlStd";"UFehlStd";"Facharbeit";"Facharbeitsthema";"Kurs";"Mahnung"
"Baader";"Marcel";"17.01.2007";3;"E";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK2";0
"Baader";"Marcel";"17.01.2007";3;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK2";0
"Baader";"Marcel";"17.01.2007";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK2";0
"Baader";"Marcel";"17.01.2007";3;"CH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"CH-GK2";0
"Baader";"Marcel";"17.01.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK5";0
"Baader";"Marcel";"17.01.2007";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK1";0
"Baader";"Marcel";"17.01.2007";3;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK1";0
"Baader";"Marcel";"17.01.2007";3;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK2";0
"Baader";"Marcel";"17.01.2007";3;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK4";0
"Baader";"Marcel";"17.01.2007";3;"M";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-LK2";0
"Baldes";"Felix";"30.11.2007";3;"GE";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK1";0
"Baldes";"Felix";"30.11.2007";3;"BI";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK2";0
"Baldes";"Felix";"30.11.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK1";0
"Baldes";"Felix";"30.11.2007";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK1";0
"Baldes";"Felix";"30.11.2007";3;"MU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"MU-GK1";0
"Baldes";"Felix";"30.11.2007";3;"D";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-LK2";0
"Baldes";"Felix";"30.11.2007";3;"M";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK1";0
"Baldes";"Felix";"30.11.2007";3;"E";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK2";0
"Baldes";"Felix";"30.11.2007";3;"CH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"CH-GK2";0
"Baldes";"Felix";"30.11.2007";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Beisner";"Mike";"04.10.2006";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK2";0
"Beisner";"Mike";"04.10.2006";3;"D";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-LK1";0
"Beisner";"Mike";"04.10.2006";3;"GE";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK1";0
"Beisner";"Mike";"04.10.2006";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Beisner";"Mike";"04.10.2006";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK3";0
"Beisner";"Mike";"04.10.2006";3;"S1";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK1";0
"Beisner";"Mike";"04.10.2006";3;"PH";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK2";0
"Beisner";"Mike";"04.10.2006";3;"E";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK1";0
"Beisner";"Mike";"04.10.2006";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK5";0
"Beisner";"Mike";"04.10.2006";3;"M";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK3";0
"Bergert";"Klaus";"31.07.2007";3;"MU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"MU-GK1";0
"Bergert";"Klaus";"31.07.2007";3;"BI";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK4";0
"Bergert";"Klaus";"31.07.2007";3;"GE";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK2";0
"Bergert";"Klaus";"31.07.2007";3;"D";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK3";0
"Bergert";"Klaus";"31.07.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK1";0
"Bergert";"Klaus";"31.07.2007";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK2";0
"Bergert";"Klaus";"31.07.2007";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK1";0
"Bergert";"Klaus";"31.07.2007";3;"M";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK1";0
"Bergert";"Klaus";"31.07.2007";3;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK1";0
"Bergert";"Klaus";"31.07.2007";3;"CH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"CH-GK1";0
"Berlin";"Mike";"08.12.2006";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK2";0
"Berlin";"Mike";"08.12.2006";3;"M";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK1";0
"Berlin";"Mike";"08.12.2006";3;"SW";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK2";0
"Berlin";"Mike";"08.12.2006";3;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK2";0
"Berlin";"Mike";"08.12.2006";3;"IF";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"IF-LK1";0
"Berlin";"Mike";"08.12.2006";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK1";0
"Berlin";"Mike";"08.12.2006";3;"D";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK3";0
"Berlin";"Mike";"08.12.2006";3;"GE";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK2";0
"Berlin";"Mike";"08.12.2006";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK5";0
"Berlin";"Mike";"08.12.2006";3;"BI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK4";0
"Bieker";"Ulrich";"24.08.2006";3;"MU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"MU-GK1";0
"Bieker";"Ulrich";"24.08.2006";3;"EK";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-GK1";0
"Bieker";"Ulrich";"24.08.2006";3;"SP";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-LK1";0
"Bieker";"Ulrich";"24.08.2006";3;"E";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK3";0
"Bieker";"Ulrich";"24.08.2006";3;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK2";0
"Bieker";"Ulrich";"24.08.2006";3;"M";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK4";0
"Bieker";"Ulrich";"24.08.2006";3;"D";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-LK2";0
"Bieker";"Ulrich";"24.08.2006";3;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK2";0
"Bieker";"Ulrich";"24.08.2006";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Bieker";"Ulrich";"24.08.2006";3;"BI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK4";0
"Binder";"Christian";"03.06.2006";3;"SP";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-LK1";0
"Binder";"Christian";"03.06.2006";3;"PA";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PA-GK1";0
"Binder";"Christian";"03.06.2006";3;"ER";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"ER-GK1";0
"Binder";"Christian";"03.06.2006";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK2";0
"Binder";"Christian";"03.06.2006";3;"BI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK2";0
"Binder";"Christian";"03.06.2006";3;"M";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK2";0
"Binder";"Christian";"03.06.2006";3;"D";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK4";0
"Binder";"Christian";"03.06.2006";3;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK1";0
"Binder";"Christian";"03.06.2006";3;"GE";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK1";0
"Binder";"Christian";"03.06.2006";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK3";0
"Borchers";"Erik";"09.01.2007";3;"PH";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK2";0
"Borchers";"Erik";"09.01.2007";3;"BI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK2";0
"Borchers";"Erik";"09.01.2007";3;"M";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-LK2";0
"Borchers";"Erik";"09.01.2007";3;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK2";0
"Borchers";"Erik";"09.01.2007";3;"D";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK3";0
"Borchers";"Erik";"09.01.2007";3;"EK";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-GK1";0
"Borchers";"Erik";"09.01.2007";3;"E";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK2";0
"Borchers";"Erik";"09.01.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK1";0
"Borchers";"Erik";"09.01.2007";3;"SW";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK2";0
"Borchers";"Erik";"09.01.2007";3;"GE";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-LK1";0
"Borchers";"Erik";"09.01.2007";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK1";0
"Brockhues";"Marina";"26.02.2007";4;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK2";0
"Brockhues";"Marina";"26.02.2007";4;"LI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"LI-GK1";0
"Brockhues";"Marina";"26.02.2007";4;"M";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-LK2";0
"Brockhues";"Marina";"26.02.2007";4;"PA";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PA-LK1";0
"Brockhues";"Marina";"26.02.2007";4;"ER";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"ER-GK2";0
"Brockhues";"Marina";"26.02.2007";4;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK3";0
"Brockhues";"Marina";"26.02.2007";4;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK1";0
"Brockhues";"Marina";"26.02.2007";4;"D";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK3";0
"Brockhues";"Marina";"26.02.2007";4;"E";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK3";0
"Brockhues";"Marina";"26.02.2007";4;"BI";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK3";0
"Brüning";"Kristin";"08.08.2007";4;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK2";0
"Brüning";"Kristin";"08.08.2007";4;"M";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK1";0
"Brüning";"Kristin";"08.08.2007";4;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK1";0
"Brüning";"Kristin";"08.08.2007";4;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK3";0
"Brüning";"Kristin";"08.08.2007";4;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK1";0
"Brüning";"Kristin";"08.08.2007";4;"BI";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-LK1";0
"Brüning";"Kristin";"08.08.2007";4;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK1";0
"Brüning";"Kristin";"08.08.2007";4;"E";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK1";0
"Brüning";"Kristin";"08.08.2007";4;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK3";0
"Brüning";"Kristin";"08.08.2007";4;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK2";0
"Büning";"Mathias";"26.08.2007";3;"ER";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"ER-GK1";0
"Büning";"Mathias";"26.08.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK4";0
"Büning";"Mathias";"26.08.2007";3;"CH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"CH-GK2";0
"Büning";"Mathias";"26.08.2007";3;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK2";0
"Büning";"Mathias";"26.08.2007";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK2";0
"Büning";"Mathias";"26.08.2007";3;"E";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK3";0
"Büning";"Mathias";"26.08.2007";3;"PH";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK1";0
"Büning";"Mathias";"26.08.2007";3;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK3";0
"Büning";"Mathias";"26.08.2007";3;"MU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"MU-GK1";0
"Büning";"Mathias";"26.08.2007";3;"M";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-LK2";0
"Busch";"Daniel";"11.09.2007";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Busch";"Daniel";"11.09.2007";3;"IF";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"IF-LK1";0
"Busch";"Daniel";"11.09.2007";3;"D";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK4";0
"Busch";"Daniel";"11.09.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK1";0
"Busch";"Daniel";"11.09.2007";3;"EK";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-GK1";0
"Busch";"Daniel";"11.09.2007";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK3";0
"Busch";"Daniel";"11.09.2007";3;"M";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-LK1";0
"Busch";"Daniel";"11.09.2007";3;"E";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-GK1";0
"Busch";"Daniel";"11.09.2007";3;"CH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"CH-GK1";0
"Busch";"Daniel";"11.09.2007";3;"SW";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SW-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK2";0
"Camphausen";"Lukas";"24.10.2007";3;"PH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"PA";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PA-GK1";0
"Camphausen";"Lukas";"24.10.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK3";0
"Camphausen";"Lukas";"24.10.2007";3;"EK";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-LK1";0
"Camphausen";"Lukas";"24.10.2007";3;"M";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK2";0
"Camphausen";"Lukas";"24.10.2007";3;"BI";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK1";0
"Corsica";"Jürgen";"22.05.2007";3;"PH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK2";0
"Corsica";"Jürgen";"22.05.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK5";0
"Corsica";"Jürgen";"22.05.2007";3;"PL";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PL-GK2";0
"Corsica";"Jürgen";"22.05.2007";3;"PA";"LK2";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PA-LK1";0
"Corsica";"Jürgen";"22.05.2007";3;"S1";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"S1-GK2";0
"Corsica";"Jürgen";"22.05.2007";3;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK1";0
"Corsica";"Jürgen";"22.05.2007";3;"GE";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"GE-GK1";0
"Corsica";"Jürgen";"22.05.2007";3;"M";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK2";0
"Corsica";"Jürgen";"22.05.2007";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK1";0
"Corsica";"Jürgen";"22.05.2007";3;"KU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KU-GK2";0
"Dichmann";"Max";"27.07.2007";3;"PH";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"PH-GK1";0
"Dichmann";"Max";"27.07.2007";3;"E";"LK1";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"E-LK1";0
"Dichmann";"Max";"27.07.2007";3;"D";"AB4";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"D-GK4";0
"Dichmann";"Max";"27.07.2007";3;"KR";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"KR-GK1";0
"Dichmann";"Max";"27.07.2007";3;"SP";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"SP-GK3";0
"Dichmann";"Max";"27.07.2007";3;"M";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"M-GK3";0
"Dichmann";"Max";"27.07.2007";3;"MU";"GKM";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"MU-GK2";0
"Dichmann";"Max";"27.07.2007";3;"EK";"GKS";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"EK-GK1";0
"Dichmann";"Max";"27.07.2007";3;"BI";"AB3";"08";17;17;17;17;17;17;0;0;0;0;0;0;0;"";"BI-GK1";0
